"codice_territorio","comune","2014","2015","2016","2017","prov_nome","prov_codice","regione","latitudine","longitudine"
"16198","Seriate","6.51","8.6","7.77","8.18","Bergamo","BG","Lombardia","45.685418","9.721701"
"16199","Serina","13.98","17.36","14.77","7.71","Bergamo","BG","Lombardia","45.873173","9.730871"
"16200","Solto Collina","7.34","11.21","7.82","9.46","Bergamo","BG","Lombardia","45.781558","10.021635"
"16201","Songavazzo","2.75","11.08","9.68","11.17","Bergamo","BG","Lombardia","45.880156","9.987731"
"16202","Sorisole","6.53","8.77","8.51","7.09","Bergamo","BG","Lombardia","45.743944","9.662504"
"16203","Sotto il Monte Giovanni XXIII","7.81","6.16","6.28","5.11","Bergamo","BG","Lombardia","45.705230","9.498437"
"16204","Sovere","12.8","13.28","10.25","10.31","Bergamo","BG","Lombardia","45.823714","10.025537"
"16205","Spinone al Lago","6.84","3.91","5.82","10.7","Bergamo","BG","Lombardia","45.763378","9.921939"
"16206","Spirano","5.26","5.79","4.56","8.22","Bergamo","BG","Lombardia","45.581450","9.667969"
"16207","Stezzano","7.51","8.6","6.98","8.63","Bergamo","BG","Lombardia","45.652239","9.654040"
"16208","Strozza","10.12","9.25","6.47","7.44","Bergamo","BG","Lombardia","45.773448","9.579035"
"16209","Suisio","5.42","7.28","8.35","7.1","Bergamo","BG","Lombardia","45.655037","9.502193"
"16210","Taleggio","18.43","23.93","19.33","16.16","Bergamo","BG","Lombardia","45.885681","9.564613"
"16211","Tavernola Bergamasca","10.79","11.37","11.96","12.62","Bergamo","BG","Lombardia","45.710311","10.048048"
"16212","Telgate","6.17","7.14","6.33","4.95","Bergamo","BG","Lombardia","45.628275","9.851846"
"16213","Terno d'Isola","5.63","7.61","5.98","5.7","Bergamo","BG","Lombardia","45.685201","9.531470"
"16214","Torre Boldone","10.26","12.65","11.13","14.06","Bergamo","BG","Lombardia","45.716309","9.706621"
"16216","Torre de' Roveri","5.85","4.95","3.28","6.1","Bergamo","BG","Lombardia","45.700968","9.771770"
"16217","Torre Pallavicina","10.03","7.45","7.51","9.39","Bergamo","BG","Lombardia","45.447929","9.876813"
"16218","Trescore Balneario","7.45","7.23","10.79","8.43","Bergamo","BG","Lombardia","45.696633","9.840810"
"16219","Treviglio","9.31","10.57","9.66","10.91","Bergamo","BG","Lombardia","45.521151","9.595119"
"16220","Treviolo","6.91","6.86","7.75","5.74","Bergamo","BG","Lombardia","45.669328","9.606448"
"16221","Ubiale Clanezzo","9.98","6.43","10.1","9.44","Bergamo","BG","Lombardia","45.782945","9.614886"
"16222","Urgnano","7.49","9.65","9.09","7.09","Bergamo","BG","Lombardia","45.598803","9.694728"
"16223","Valbondione","12.17","12.21","16.03","7.59","Bergamo","BG","Lombardia","46.040303","10.015240"
"16224","Valbrembo","8.19","7.84","6.16","4.71","Bergamo","BG","Lombardia","45.714422","9.608320"
"16225","Valgoglio","18.26","6.68","11.79","6.75","Bergamo","BG","Lombardia","45.976099","9.913918"
"16226","Valleve","0","14.55","14.87","0","Bergamo","BG","Lombardia","46.027857","9.743731"
"16227","Valnegra","14.71","29.63","24.1","14.22","Bergamo","BG","Lombardia","45.949248","9.689990"
"16229","Valtorta","17.48","28.37","10.85","14.68","Bergamo","BG","Lombardia","45.977535","9.531813"
"16230","Vedeseta","9.55","19.56","23.7","23.64","Bergamo","BG","Lombardia","45.890926","9.540984"
"16232","Verdellino","6.24","7.04","6.02","7.63","Bergamo","BG","Lombardia","45.602621","9.613400"
"16233","Verdello","6.63","10.72","9.85","8.7","Bergamo","BG","Lombardia","45.605139","9.630330"
"16234","Vertova","12.88","13.89","11.67","14.97","Bergamo","BG","Lombardia","45.810063","9.854420"
"16235","Viadanica","5.31","9.74","8.01","5.31","Bergamo","BG","Lombardia","45.684900","9.964442"
"16236","Vigano San Martino","11.42","5.24","7.45","6.71","Bergamo","BG","Lombardia","45.725333","9.900902"
"16237","Vigolo","5.04","10.14","10.25","17.35","Bergamo","BG","Lombardia","45.716711","10.021673"
"16238","Villa d'Adda","15.95","21.06","12.74","16","Bergamo","BG","Lombardia","45.717533","9.456377"
"16239","Villa d'Almè","11.21","9.51","9.55","10.62","Bergamo","BG","Lombardia","45.748570","9.621402"
"16240","Villa di Serio","6.79","8.12","4.04","6.98","Bergamo","BG","Lombardia","45.722870","9.735170"
"16241","Villa d'Ogna","9.82","9.87","8.36","12.18","Bergamo","BG","Lombardia","45.906963","9.930545"
"16242","Villongo","6.69","6.14","5.36","5.68","Bergamo","BG","Lombardia","45.667560","9.935677"
"16243","Vilminore di Scalve","8.68","8.03","11.39","13.46","Bergamo","BG","Lombardia","45.998218","10.094138"
"16244","Zandobbio","8.35","8.75","9.95","10.3","Bergamo","BG","Lombardia","45.687458","9.855813"
"16245","Zanica","7.6","6.74","7.62","6.76","Bergamo","BG","Lombardia","45.638630","9.683190"
"16246","Zogno","12.54","10.49","10.76","10.15","Bergamo","BG","Lombardia","45.793318","9.659328"
"16247","Costa Serina","7.16","13.61","9.72","6.56","Bergamo","BG","Lombardia","45.831290","9.741898"
"16248","Algua","4.33","17.62","11.85","5.94","Bergamo","BG","Lombardia","45.826481","9.722400"
"16249","Cornalba","19.14","3.23","19.32","16.29","Bergamo","BG","Lombardia","45.852441","9.741975"
"16250","Medolago","5.49","6.38","7.25","6.73","Bergamo","BG","Lombardia","45.669687","9.493619"
"16251","Solza","3.91","4.37","7.71","10.61","Bergamo","BG","Lombardia","45.677494","9.493968"
"16252","Sant'Omobono Terme","8.82","8.89","6.62","8.12","Bergamo","BG","Lombardia","45.806868","9.525594"
"16253","Val Brembilla","11.67","9.29","14.16","11.97","Bergamo","BG","Lombardia","45.821056","9.595914"
"17001","Acquafredda","10.58","11.87","6.97","15.96","Brescia","BS","Lombardia","45.307308","10.410870"
"17002","Adro","8.86","10.01","8.01","9.78","Brescia","BS","Lombardia","45.620134","9.957554"
"17003","Agnosine","9.33","10.55","14.12","12.12","Brescia","BS","Lombardia","45.648675","10.354336"
"17004","Alfianello","7.16","11.49","12.78","6.88","Brescia","BS","Lombardia","45.267165","10.149551"
"17005","Anfo","6.29","8.35","6.12","10.15","Brescia","BS","Lombardia","45.765339","10.494730"
"17006","Angolo Terme","10.94","10.19","14.42","9.18","Brescia","BS","Lombardia","45.891350","10.147541"
"17007","Artogne","7.12","8.73","9.01","10.68","Brescia","BS","Lombardia","45.851892","10.166098"
"17008","Azzano Mella","8","5.08","5.04","5.52","Brescia","BS","Lombardia","45.455364","10.117565"
"17009","Bagnolo Mella","8.34","8.44","10.92","9.47","Brescia","BS","Lombardia","45.429623","10.186051"
"17010","Bagolino","12.2","15.09","14.4","18.12","Brescia","BS","Lombardia","45.823186","10.463503"
"17011","Barbariga","7.24","6.86","10.71","11.57","Brescia","BS","Lombardia","45.405081","10.055831"
"17012","Barghe","9.12","11.7","1.67","4.19","Brescia","BS","Lombardia","45.679262","10.407361"
"17013","Bassano Bresciano","9.56","6.03","6","7.3","Brescia","BS","Lombardia","45.326632","10.128027"
"17014","Bedizzole","9.34","7.82","7.88","10.15","Brescia","BS","Lombardia","45.510926","10.420467"
"17015","Berlingo","9.17","5.86","9.57","8.8","Brescia","BS","Lombardia","45.502214","10.031571"
"17016","Berzo Demo","12.37","8.93","12","12.72","Brescia","BS","Lombardia","46.099985","10.347747"
"17017","Berzo Inferiore","11.32","8.49","10.48","8.05","Brescia","BS","Lombardia","45.932217","10.279307"
"17018","Bienno","9.17","11.85","10.12","11.78","Brescia","BS","Lombardia","45.936738","10.291058"
"17019","Bione","9.2","9.31","12.34","8.79","Brescia","BS","Lombardia","45.669577","10.342316"
"17020","Borgo San Giacomo","10.3","8.96","9.6","8.47","Brescia","BS","Lombardia","45.348546","9.967589"
"17021","Borgosatollo","6.93","8.32","8.09","8.19","Brescia","BS","Lombardia","45.476348","10.240290"
"17022","Borno","16.16","13.65","11.08","15.57","Brescia","BS","Lombardia","45.946317","10.199118"
"17023","Botticino","7.07","9.15","8.98","8.82","Brescia","BS","Lombardia","45.541837","10.323901"
"17024","Bovegno","12.81","14.29","18.6","14.33","Brescia","BS","Lombardia","45.790165","10.268309"
"17025","Bovezzo","8.93","6.93","7.07","8.45","Brescia","BS","Lombardia","45.592921","10.241218"
"17026","Brandico","3.03","8.43","7.16","5.33","Brescia","BS","Lombardia","45.454712","10.053620"
"17027","Braone","13.68","2.99","10.18","11.64","Brescia","BS","Lombardia","45.989692","10.342983"
"17028","Breno","10.81","14.57","10.71","13.23","Brescia","BS","Lombardia","45.957000","10.302732"
"17029","Brescia","10.16","11.34","10.2","10.81","Brescia","BS","Lombardia","45.541553","10.211802"
"17030","Brione","11.15","8.37","5.61","11.17","Brescia","BS","Lombardia","45.755209","9.915887"
"17031","Caino","5.55","9.26","4.64","10.72","Brescia","BS","Lombardia","45.611589","10.315573"
"17032","Calcinato","8.09","7.14","6.35","7.36","Brescia","BS","Lombardia","45.461934","10.411149"
"17033","Calvagese della Riviera","4.56","6.19","8.95","5.05","Brescia","BS","Lombardia","45.541145","10.445849"
"17034","Calvisano","6.47","8.42","7.89","10.33","Brescia","BS","Lombardia","45.349064","10.345358"
"17035","Capo di Ponte","10.01","11.79","8.99","7.31","Brescia","BS","Lombardia","46.029861","10.346639"
"17036","Capovalle","8.09","13.57","8.14","24.79","Brescia","BS","Lombardia","45.753239","10.545367"
"17037","Capriano del Colle","6.2","5.78","8.99","8.38","Brescia","BS","Lombardia","45.454779","10.129004"
"17038","Capriolo","8.07","7.01","8.19","9.11","Brescia","BS","Lombardia","45.638944","9.933804"
"17039","Carpenedolo","6.77","8.62","8.39","8.57","Brescia","BS","Lombardia","45.367037","10.436162"
"17040","Castegnato","8.18","7.57","7.55","8.09","Brescia","BS","Lombardia","45.563571","10.115271"
"17041","Castelcovati","4.36","7.88","4.7","5.19","Brescia","BS","Lombardia","45.501939","9.944195"
"17042","Castel Mella","5.06","5.87","5.9","5.82","Brescia","BS","Lombardia","45.496079","10.144160"
"17043","Castenedolo","7.35","6.82","8.82","8.64","Brescia","BS","Lombardia","45.471591","10.298201"
"17044","Casto","7.63","11.16","6.87","6.43","Brescia","BS","Lombardia","45.694374","10.319631"
"17045","Castrezzato","7.18","9.57","6.45","7.95","Brescia","BS","Lombardia","45.512900","9.980255"
"17046","Cazzago San Martino","8.89","7.92","8.39","7.31","Brescia","BS","Lombardia","45.579617","10.025895"
"17047","Cedegolo","9.68","8.96","9.02","14.24","Brescia","BS","Lombardia","46.077008","10.348816"
"17048","Cellatica","5.81","8.45","7.49","10.57","Brescia","BS","Lombardia","45.584241","10.180310"
"17049","Cerveno","15.17","9.08","12.09","10.61","Brescia","BS","Lombardia","46.003535","10.324430"
"17050","Ceto","8.29","6.78","8.37","8.43","Brescia","BS","Lombardia","46.002294","10.351625"
"17051","Cevo","17.6","16.62","17.93","21.69","Brescia","BS","Lombardia","46.079964","10.369668"
"17052","Chiari","9.35","9.28","10.55","9.31","Brescia","BS","Lombardia","45.536746","9.932172"
"17053","Cigole","8.84","5.73","9.53","10.87","Brescia","BS","Lombardia","45.307974","10.192132"
"17054","Cimbergo","12.65","5.46","12.76","18.43","Brescia","BS","Lombardia","46.023740","10.365114"
"17055","Cividate Camuno","12.09","8.83","5.85","10.89","Brescia","BS","Lombardia","45.944459","10.279191"
"17056","Coccaglio","8.33","7.98","8.48","8.19","Brescia","BS","Lombardia","45.563753","9.974318"
"17057","Collebeato","7.89","10.74","6.7","10.98","Brescia","BS","Lombardia","45.583964","10.213637"
"17058","Collio","14.88","11.33","11.75","11.28","Brescia","BS","Lombardia","45.810903","10.333873"
"17059","Cologne","9.02","7.57","7.46","7.66","Brescia","BS","Lombardia","45.577487","9.939069"
"17060","Comezzano-Cizzago","3.67","3.95","4.43","4.62","Brescia","BS","Lombardia","45.464950","9.952560"
"17061","Concesio","7.02","8.15","7.07","7.47","Brescia","BS","Lombardia","45.599822","10.222680"
"17062","Corte Franca","8.61","7.75","6.35","7.33","Brescia","BS","Lombardia","45.631873","10.008565"
"17063","Corteno Golgi","9.56","11.13","12.73","9.2","Brescia","BS","Lombardia","46.165261","10.236539"
"17064","Corzano","4.21","9.15","9.15","10.59","Brescia","BS","Lombardia","45.444087","10.004548"
"17065","Darfo Boario Terme","8.83","9.16","8.87","8.87","Brescia","BS","Lombardia","45.881589","10.187754"
"17066","Dello","6.5","6.66","8.11","6.23","Brescia","BS","Lombardia","45.418057","10.075469"
"17067","Desenzano del Garda","9.23","10.53","9.04","9.06","Brescia","BS","Lombardia","45.471453","10.533335"
"17068","Edolo","12.93","10.5","8.95","13.99","Brescia","BS","Lombardia","46.180427","10.329893"
"17069","Erbusco","6.01","7.86","6.48","6.95","Brescia","BS","Lombardia","45.599985","9.967186"
"17070","Esine","8.77","10.53","9.28","10.08","Brescia","BS","Lombardia","45.925617","10.249384"
"17071","Fiesse","11.32","11.51","13.1","15.66","Brescia","BS","Lombardia","45.232748","10.320971"
"17072","Flero","6.19","8.35","6.04","6.56","Brescia","BS","Lombardia","45.482741","10.178901"
"17073","Gambara","9.77","8.5","7.82","10.74","Brescia","BS","Lombardia","45.253385","10.292544"
"17074","Gardone Riviera","11.95","11.28","12.05","12.49","Brescia","BS","Lombardia","45.618185","10.559565"
"17075","Gardone Val Trompia","10.46","11.28","11.3","9.62","Brescia","BS","Lombardia","45.688971","10.185620"
"17076","Gargnano","17.65","14.65","11.7","12.89","Brescia","BS","Lombardia","45.688599","10.661733"
"17077","Gavardo","9.16","8.88","8.94","10.87","Brescia","BS","Lombardia","45.584829","10.441879"
"17078","Ghedi","4.85","7.44","6.47","7.67","Brescia","BS","Lombardia","45.406043","10.275511"
"17079","Gianico","8.84","7.45","6.5","9.3","Brescia","BS","Lombardia","45.865504","10.183776"
"17080","Gottolengo","9.33","12.04","10.68","10.75","Brescia","BS","Lombardia","45.289061","10.269839"
"17081","Gussago","8.03","7.99","7.55","8.05","Brescia","BS","Lombardia","45.587631","10.153342"
"17082","Idro","6.18","10.7","6.63","7.72","Brescia","BS","Lombardia","45.736413","10.473103"
"17083","Incudine","5.12","23.14","26.18","13.33","Brescia","BS","Lombardia","46.221070","10.359067"
"17084","Irma","7.6","0","7.55","22.73","Brescia","BS","Lombardia","45.770769","10.283998"
"17085","Iseo","10.45","11.42","12.1","12.11","Brescia","BS","Lombardia","45.657081","10.052355"
"17086","Isorella","7.54","9.76","9.82","8.6","Brescia","BS","Lombardia","45.309271","10.322065"
"17087","Lavenone","10.47","19.7","12.75","5.58","Brescia","BS","Lombardia","45.739270","10.439250"
"17088","Leno","7.55","7.08","5.15","7.6","Brescia","BS","Lombardia","45.368021","10.217850"
"17089","Limone sul Garda","4.26","8.49","12.79","9.41","Brescia","BS","Lombardia","45.810128","10.789858"
"17090","Lodrino","7.05","9.44","10.06","6.56","Brescia","BS","Lombardia","45.715280","10.279946"
"17091","Lograto","4.99","6.03","7.33","6.02","Brescia","BS","Lombardia","45.483501","10.053731"
"17092","Lonato del Garda","6.64","8.88","7.43","8.9","Brescia","BS","Lombardia","45.459468","10.487040"
"17093","Longhena","10.19","10.34","13.95","1.74","Brescia","BS","Lombardia","45.437796","10.059736"
"17094","Losine","10.23","5.02","16.45","9.83","Brescia","BS","Lombardia","45.983326","10.316526"
"17095","Lozio","14.32","24.54","10.06","14.98","Brescia","BS","Lombardia","45.993631","10.234327"
"17096","Lumezzane","8.53","10.08","9.04","9.65","Brescia","BS","Lombardia","45.647481","10.265408"
"17097","Maclodio","10.17","7.47","4.74","5.42","Brescia","BS","Lombardia","45.476741","10.043481"
"17098","Magasa","35.09","7.09","21.82","15.21","Brescia","BS","Lombardia","45.781294","10.616611"
"17099","Mairano","6.4","7.18","8.87","6.04","Brescia","BS","Lombardia","45.448355","10.079382"
"17100","Malegno","9.8","11.29","14.79","9","Brescia","BS","Lombardia","45.948730","10.277167"
"17101","Malonno","9.65","9.14","10.83","12.53","Brescia","BS","Lombardia","46.122248","10.322290"
"17102","Manerba del Garda","6.5","8.89","8.68","6","Brescia","BS","Lombardia","45.549737","10.551651"
"17103","Manerbio","8.73","9.63","10.25","10.16","Brescia","BS","Lombardia","45.353433","10.140792"
"17104","Marcheno","7.25","8.66","8.98","8.64","Brescia","BS","Lombardia","45.710421","10.219330"
"17105","Marmentino","8.82","13.24","9.02","6.09","Brescia","BS","Lombardia","45.756486","10.288711"
"17106","Marone","14.32","10.75","9.31","13.46","Brescia","BS","Lombardia","45.739862","10.091659"
"17107","Mazzano","6.12","6.97","8.91","8.38","Brescia","BS","Lombardia","45.518893","10.354762"
"17108","Milzano","6.14","6.72","6.2","6.8","Brescia","BS","Lombardia","45.272945","10.198562"
"17109","Moniga del Garda","4.79","6.75","7.09","8.99","Brescia","BS","Lombardia","45.526644","10.534635"
"17110","Monno","17.94","16.22","9.1","18.45","Brescia","BS","Lombardia","46.211661","10.339959"
"17111","Monte Isola","9.59","16.47","12.58","11.48","Brescia","BS","Lombardia","45.711573","10.075321"
"17112","Monticelli Brusati","5.97","10.17","5.09","4.87","Brescia","BS","Lombardia","45.632603","10.090465"
"17113","Montichiari","6.83","7.42","6.48","7.43","Brescia","BS","Lombardia","45.414839","10.392871"
"17114","Montirone","3.66","4.82","5.24","5.08","Brescia","BS","Lombardia","45.443275","10.229306"
"17115","Mura","8.8","5.02","15.09","8.88","Brescia","BS","Lombardia","45.714197","10.343272"
"17116","Muscoline","6.07","8.33","6.81","7.17","Brescia","BS","Lombardia","45.563191","10.462114"
"17117","Nave","7.23","8.51","8.56","9.65","Brescia","BS","Lombardia","45.585978","10.288621"
"17118","Niardo","10.52","9.55","6.57","11.07","Brescia","BS","Lombardia","45.977326","10.334150"
"17119","Nuvolento","7","6.77","6.54","8.84","Brescia","BS","Lombardia","45.545076","10.384126"
"17120","Nuvolera","4.51","8.31","7.42","8.65","Brescia","BS","Lombardia","45.535707","10.374328"
"17121","Odolo","10.73","8.5","10.11","13.8","Brescia","BS","Lombardia","45.646548","10.387561"
"17122","Offlaga","8.34","7.22","9.94","7.06","Brescia","BS","Lombardia","45.385931","10.117310"
"17123","Ome","8.76","8.12","9.71","10.31","Brescia","BS","Lombardia","41.902784","12.496366"
"17124","Ono San Pietro","7.05","13.06","13.21","7.19","Brescia","BS","Lombardia","46.017304","10.327711"
"17125","Orzinuovi","7.68","8.48","9.28","9.93","Brescia","BS","Lombardia","45.401405","9.924865"
"17126","Orzivecchi","7.53","7.57","10.05","8.94","Brescia","BS","Lombardia","45.419976","9.963886"
"17127","Ospitaletto","5.94","7.41","6.46","7.71","Brescia","BS","Lombardia","45.555592","10.073440"
"17128","Ossimo","6.15","14.4","15.88","11.09","Brescia","BS","Lombardia","45.943529","10.236494"
"17129","Padenghe sul Garda","7.26","9.21","6.22","8.5","Brescia","BS","Lombardia","45.507966","10.516538"
"17130","Paderno Franciacorta","5.3","9.6","8.61","7.07","Brescia","BS","Lombardia","45.588380","10.079503"
"17131","Paisco Loveno","21.62","5.45","16.3","5.33","Brescia","BS","Lombardia","46.079289","10.294359"
"17132","Paitone","6.48","6.99","7.02","5.59","Brescia","BS","Lombardia","45.554987","10.409239"
"17133","Palazzolo sull'Oglio","9.02","8.4","8.06","8.68","Brescia","BS","Lombardia","45.596459","9.886381"
"17134","Paratico","5.21","7.46","6.15","4.84","Brescia","BS","Lombardia","45.662001","9.956523"
"17135","Paspardo","14.39","17.81","9.75","18.08","Brescia","BS","Lombardia","46.031202","10.370292"
"17136","Passirano","7.46","7.3","8.06","9.92","Brescia","BS","Lombardia","45.599603","10.062766"
"17137","Pavone del Mella","8.88","10.38","7.51","7.91","Brescia","BS","Lombardia","45.300938","10.208509"
"17138","San Paolo","6.39","7.27","6.38","10.37","Brescia","BS","Lombardia","45.369920","10.027842"
"17139","Pertica Alta","21","21.16","7.09","21.26","Brescia","BS","Lombardia","45.745252","10.338952"
"17140","Pertica Bassa","24.21","16.85","13.96","9.45","Brescia","BS","Lombardia","45.766825","10.364866"
"17141","Pezzaze","15.68","11.92","9.32","7.98","Brescia","BS","Lombardia","45.787257","10.220886"
"17142","Pian Camuno","8.67","8.42","6.87","8.12","Brescia","BS","Lombardia","45.844297","10.150440"
"17143","Pisogne","10.53","10.82","12.16","10.05","Brescia","BS","Lombardia","45.802656","10.106166"
"17144","Polaveno","6.9","9.71","9.85","9.1","Brescia","BS","Lombardia","45.661093","10.123989"
"17145","Polpenazze del Garda","7.3","9.19","6.11","8.31","Brescia","BS","Lombardia","45.549871","10.503889"
"17146","Pompiano","6.64","8.79","8.6","7.38","Brescia","BS","Lombardia","45.431413","9.988568"
"17147","Poncarale","6.42","5.68","6.65","6.11","Brescia","BS","Lombardia","45.460875","10.173888"
"17148","Ponte di Legno","13.11","17.26","10.42","16.78","Brescia","BS","Lombardia","46.260273","10.509097"
"17149","Pontevico","11.29","14.3","12.26","12.95","Brescia","BS","Lombardia","45.271366","10.092562"
"17150","Pontoglio","7.6","7.19","6.64","8.98","Brescia","BS","Lombardia","45.573232","9.856356"
"17151","Pozzolengo","10.39","8.33","8.81","11.56","Brescia","BS","Lombardia","45.403648","10.629448"
"17152","Pralboino","7.01","12","7.06","11.56","Brescia","BS","Lombardia","45.267063","10.217616"
"17153","Preseglie","4.58","9.23","8.5","8.44","Brescia","BS","Lombardia","45.659985","10.379126"
"17155","Prevalle","6.01","7.01","5.58","5.89","Brescia","BS","Lombardia","45.546198","10.414450"
"17156","Provaglio d'Iseo","6.57","6.29","8.02","9.36","Brescia","BS","Lombardia","45.634132","10.046343"
"17157","Provaglio Val Sabbia","7.53","10.85","10.93","7.67","Brescia","BS","Lombardia","45.687241","10.449841"
"17158","Puegnago sul Garda","8.19","7.61","7.92","8.76","Brescia","BS","Lombardia","45.566746","10.513297"
"17159","Quinzano d'Oglio","11.31","9.84","10.39","13.88","Brescia","BS","Lombardia","45.312483","10.007620"
"17160","Remedello","10.33","7.05","9.4","11.52","Brescia","BS","Lombardia","45.273659","10.369996"
"17161","Rezzato","8.22","9.71","8.09","9.69","Brescia","BS","Lombardia","45.507161","10.332490"
"17162","Roccafranca","6.53","5.09","6.36","7.29","Brescia","BS","Lombardia","45.462573","9.913721"
"17163","Rodengo Saiano","6.58","7.28","7.96","6.84","Brescia","BS","Lombardia","45.598431","10.112534"
"17164","Roè Volciano","12.05","9.86","10.96","11.4","Brescia","BS","Lombardia","45.616113","10.495611"
"17165","Roncadelle","7.67","6.6","7.85","6.52","Brescia","BS","Lombardia","45.527016","10.160176"
"17166","Rovato","7.11","7.6","6.89","7.14","Brescia","BS","Lombardia","45.565409","9.999931"
"17167","Rudiano","6.71","8.07","6.37","6.4","Brescia","BS","Lombardia","45.486764","9.886847"
"17168","Sabbio Chiese","6.66","5.88","8.96","7.18","Brescia","BS","Lombardia","45.652058","10.422202"
"17169","Sale Marasino","8.53","15.1","11.26","11.84","Brescia","BS","Lombardia","45.714777","10.110361"
"17170","Salò","13.15","13.58","12.19","14.31","Brescia","BS","Lombardia","45.608392","10.510477"
"17171","San Felice del Benaco","10.88","13.27","12.05","8.23","Brescia","BS","Lombardia","45.586721","10.549730"
"17172","San Gervasio Bresciano","3.56","6.72","4.71","6.23","Brescia","BS","Lombardia","45.306225","10.148419"
"17173","San Zeno Naviglio","4.49","8.98","7.27","6.58","Brescia","BS","Lombardia","45.491460","10.217451"
"17174","Sarezzo","7.57","7.81","8.89","7.84","Brescia","BS","Lombardia","45.652168","10.200550"
"17175","Saviore dell'Adamello","15.96","17.34","11.01","17.91","Brescia","BS","Lombardia","46.120219","10.495038"
"17176","Sellero","12.81","12.24","12.32","11.74","Brescia","BS","Lombardia","46.056967","10.343651"
"17177","Seniga","14.31","11.37","15.08","16.64","Brescia","BS","Lombardia","45.242408","10.177719"
"17178","Serle","5.2","14.46","8.93","11.27","Brescia","BS","Lombardia","45.564605","10.370181"
"17179","Sirmione","8.43","8.48","7.34","8.99","Brescia","BS","Lombardia","45.496972","10.605375"
"17180","Soiano del Lago","8.54","6.36","5.28","6.29","Brescia","BS","Lombardia","45.528794","10.511195"
"17181","Sonico","15.71","7.9","8.7","8.7","Brescia","BS","Lombardia","46.163501","10.353373"
"17182","Sulzano","13.27","13.43","5.72","7.2","Brescia","BS","Lombardia","45.690000","10.100293"
"17183","Tavernole sul Mella","5.97","14.43","13.18","14.97","Brescia","BS","Lombardia","45.740693","10.237543"
"17184","Temù","7.23","10.87","9.04","15.36","Brescia","BS","Lombardia","46.249026","10.467245"
"17185","Tignale","13.27","11.86","8.84","11.38","Brescia","BS","Lombardia","45.742630","10.709106"
"17186","Torbole Casaglia","4.59","4.44","3.82","6.4","Brescia","BS","Lombardia","45.513178","10.118071"
"17187","Toscolano-Maderno","13.84","11.7","12.03","15.19","Brescia","BS","Lombardia","45.636653","10.608460"
"17188","Travagliato","8.47","9.93","8.06","8.19","Brescia","BS","Lombardia","45.523342","10.083340"
"17189","Tremosine sul Garda","8.47","15.15","7.58","8.04","Brescia","BS","Lombardia","45.789813","10.735666"
"17190","Trenzano","6.8","4.8","7.81","6.69","Brescia","BS","Lombardia","45.477215","10.012745"
"17191","Treviso Bresciano","12.81","14.63","12.94","13.12","Brescia","BS","Lombardia","45.712561","10.461509"
"17192","Urago d'Oglio","7.35","6.9","8.32","7.92","Brescia","BS","Lombardia","45.514504","9.870037"
"17193","Vallio Terme","9.76","7.74","7.15","8.57","Brescia","BS","Lombardia","45.609833","10.386415"
"17194","Valvestino","35.35","37.04","32.43","10.78","Brescia","BS","Lombardia","45.758912","10.582298"
"17195","Verolanuova","11.03","9.59","9.89","10.78","Brescia","BS","Lombardia","45.327298","10.075785"
"17196","Verolavecchia","9.32","7.8","8.9","12.96","Brescia","BS","Lombardia","45.331027","10.053789"
"17197","Vestone","10.79","8.61","12.6","10.19","Brescia","BS","Lombardia","45.708287","10.403273"
"17198","Vezza d'Oglio","5.48","15.74","9.64","4.84","Brescia","BS","Lombardia","46.240099","10.398747"
"17199","Villa Carcina","8.27","9.91","7.65","11.4","Brescia","BS","Lombardia","45.632523","10.195836"
"17200","Villachiara","6.15","2.73","7.59","6.31","Brescia","BS","Lombardia","45.355314","9.932054"
"17201","Villanuova sul Clisi","8.81","14.2","9","9.65","Brescia","BS","Lombardia","45.601836","10.454426"
"17202","Vione","11.44","15.92","14.6","17.54","Brescia","BS","Lombardia","46.248368","10.446321"
"17203","Visano","9.43","8.44","9.05","6.61","Brescia","BS","Lombardia","45.317669","10.369462"
"17204","Vobarno","11.89","12.86","11.72","9.74","Brescia","BS","Lombardia","45.642464","10.500531"
"17205","Zone","5.5","10.15","10.19","7.46","Brescia","BS","Lombardia","45.762087","10.116150"
"17206","Piancogno","7.86","9.83","9.45","11.13","Brescia","BS","Lombardia","45.938824","10.209393"
"18001","Alagna","13.47","17.11","8.1","13.06","Pavia","PV","Lombardia","45.170967","8.888410"
"18002","Albaredo Arnaboldi","12.3","16.16","23.9","7.91","Pavia","PV","Lombardia","45.106131","9.242957"
"18003","Albonese","33.22","47.41","55.26","34.08","Pavia","PV","Lombardia","45.293938","8.706042"
"18004","Albuzzano","10.74","10.51","11.95","9.6","Pavia","PV","Lombardia","45.186694","9.273602"
"18005","Arena Po","20.35","25.74","20.87","18.26","Pavia","PV","Lombardia","45.087766","9.379729"
"18006","Badia Pavese","12.74","5.35","8.29","8.16","Pavia","PV","Lombardia","45.121747","9.468869"
"18007","Bagnaria","10.2","23.97","9","17.88","Pavia","PV","Lombardia","44.826415","9.123551"
"18008","Barbianello","11.21","14.73","14.95","18.63","Pavia","PV","Lombardia","45.077157","9.204598"
"18009","Bascapè","6.55","8.59","8.46","13.02","Pavia","PV","Lombardia","45.306835","9.314189"
"18011","Bastida Pancarana","6.69","11.59","9.81","18.8","Pavia","PV","Lombardia","45.086430","9.081757"
